"_id"|nombre_ws|strCategoria|strSubcategoria|strCiudad|strDescripcion
5880b73f636e564ad8d9bb06|Paraje la Lambra|Alojamientos|Hoteles|Jaén|El Hotel Rural Paraje La Lambra, se encuentra situado en el centro de la provincia de Jaén, a sólo 30 minutos de Cazorla y 10 de Baeza y Úbeda, una localización extraordinaria que invita a la relajación, encumbrado por un paraje natural de olivos único en el mundo, el complejo está construido sobre un antiguo aljibe bicentenario que lo dota de una estructura circular con mucho encanto, así nuestras instalaciones convergen en una moderna y atractiva distribución. Todas las habitaciones son exteriores, luminosas con vistas al paraje natural de la zona. Todas están equipadas con TV, minibar y caja fuerte y baño privado totalmente equipado con artículos de baño y secador de pelo. El cliente podrá disfrutar de nuestro restaurante especializado en carnes asadas en su horno de leña y nuestra cocina tradicional elaborada con el aceite de oliva virgen de la zona, además de disfrutar de la naturaleza pura siguiendo nuestro amplio abanico de actividades que ofrecen los alrededores del hotel, desde catas de aceites, paseos en poni, etc. En las instalaciones del hotel, disponemos de una piscina al aire libre y WIFI gratuito en todo el hotel.
5880b73f636e564ad8d9bb0a|Hotel MontBlanc|Alojamientos|Hoteles|Pradollano|Este hotel está situado en el centro de la localidad de Sierra Nevada de Pradollano, junto a los remontes principales de la estación de esquí. Ofrece conexión WiFi gratuita, bar, guardaesquíes y recepción 24 horas. Las habitaciones de este hotel cuentan con calefacción, TV, caja fuerte, escritorio y baño privado con bañera y secador de pelo. El hotel dispone de máquinas expendedoras, mostrador de información turística, consigna de equipaje, sala de juegos de mesa y billares. El MontBlanc se encuentra en la plaza de Andalucía, con su multitud de cafeterías, bares, restaurantes y tiendas. El centro de alto rendimiento de Sierra Nevada queda a solo 800 metros. La ciudad histórica de Granada está a 35 km y resulta ideal para disfrutar de excursiones culturales.
5880b73f636e564ad8d9bb14|Hotel La Noria|Alojamientos|Hoteles|Lepe|El hotel La Noria es un hotel familiar que está situado en la localidad de Lepe. A 4 km. de las playas de la Antilla e Islantilla y muy cerca a varios campos de golf. La frontera con Portugal está a 20 km.Cuenta con 20 habitaciones con baño privado.• 13 dobles.• 1 suite.• 6 individuales. Además, están equipadas con teléfono de línea directa, TV y conexión a Internet. La calefacción y el aire acondicionado son regulables.En la cafetería se sirve un desayuno de tipo continental. Este establecimiento también cuenta con una sala de TV y dispone de conexión inalámbrica a internet en todas sus instalaciones.
5880b73f636e564ad8d9bb16|Hotel El Doncel|Alojamientos|Hoteles|Atarfe|Descripción real del Alojamiento y Las Habitaciones Situado junto a la autopista A-92, El Doncel se encuentra en Atarfe, a 15 minutos en coche del centro de Granada. Ofrece servicio de recepción las 24 horas, un gimnasio, aparcamiento gratuito y habitaciones con balcón privado y conexión Wi-Fi. Las habitaciones con aire acondicionado de Hotel El Doncel cuentan con suelo de baldosa y muchos tienen colores brillantes. Todas cuentan con TV vía satélite y baño privado. El restaurante del hotel ofrece comida tradicional andaluza, como un desayuno bufé variado. También hay una cafetería con terraza. El Doncel se encuentra a sólo 10 minutos en coche del aeropuerto Federico García Lorca. La estación de tren de Atarfe se encuentra a 10 minutos a pie.
5880b73f636e564ad8d9bb1e|Hotel Don Juan|Alojamientos|Hoteles|Puente de Génave|El hotel Don Juan ofrece conexión inalámbrica a internet gratuita, una piscina al aire libre y aparcamiento gratuito en un tranquilo entorno de montaña. Se encuentra en el bonito pueblo de Puente de Génave. Es el lugar ideal para descubrir la andaluza Sierra de Segura, zona famosa por su pesca y senderismo. Las habitaciones del Don Juan son luminosas y prácticas. Cuentan con balcón privado, aire acondicionado, radio y TV.
5880b73f636e564ad8d9bb23|Hotel Monarque Cendrillón|Alojamientos|Hoteles|Fuengirola|Situado en una zona residencial y turística a pocos metros de la playa de las Gaviotas y su paseo marítimo. Excelentes conexiones en autobús y tren con toda la Costa. Renovado en 2005
5880b73f636e564ad8d9bb29|La Encina Centenaria|Alojamientos|Hoteles|Monachil|Situado en pleno Parque Natural de Sierra Nevada, esta casa de montaña tradicional ofrece un ambiente único en plena naturaleza. La Encina Centenaria posee un magnífico restaurante Las Raíces de la Encina, sala-cafetería, salón con chimenea y aparcamiento privado gratuito bajo petición.Las habitaciones presentan una cuidada decoración rústica, acompañada del perfecto acondicionamiento. El restaurante sirve gastronomía tradicional granadina elaborada con productos ecológicos de la zona.La Encina Centenaria pone a su disposición alquiler de bicicletas y numerosas rutas y actividades de turismo activo. Ubicado a 31 km la estación de esquí de Sierra Nevada, a 9 km de Granada y la Alhambra y a 64 km de la Costa Tropical.
5880b73f636e564ad8d9bb2b|Malaga Hotel Eliseos|Alojamientos|Hoteles|Málaga|En los Campos Eliseos de Málaga (Eliseos, del griego: Cielo y Felicidad). El Hotel es un edificio exento, de gran calidad, pero sin lujos. El Hotel le proporciona la habitación de distintas categorías según situación, vistas y amplitud en un total de 44 unidades. La Ciudad de Malaga, le proporciona a usted el lujo, la cultura y la diversión. Este establecimiento malagueño tiene una ubicación buenísima. El Hotel es el mejor situado en la Ciudad con relación a los equipamientos de la misma, así que podrás desplazarte paseando a todos los sitios. Frente a la Plaza de Toros de Málaga, el Hotel está dotado de 100 plazas de parking. El Hotel es el mejor situado en la Ciudad con relación a los equipamientos de la misma. Hacia el Sur, la parte comercial del Puerto de Malaga, podemos decir la frase: “el Hotel tiene un puerto en su puerta” al estar a 200 metros. Al Este, las amplias playas de La Malagueta, con magníficos y lujosos chiringuitos y equipamientos a 300 metros. Al Oeste, el parque principal de Málaga, con especies botánicas y plantas centenarias. Podríamos casi decir que el Hotel está dentro del parque y en el Centro histórico de Malaga, con los principales Museos y Equipamientos culturales y comerciales, el Parque a 150 metros y al Centro a 400 metros. Al Norte, no existe edificación, pues linda con los antes denominados Campos Eliseos (antigua “Hacienda del Placer“), que es el monte de Gibralfaro, coronado por el Castillo de igual nombre. El Monte protege al Edificio del Hotel de fríos y calores.
5880b73f636e564ad8d9bb2e|Apartamentos Fénix Beach|Alojamientos|Hoteles|Roquetas de Mar|Los Apartamentos Fenix Beach situado en la Urbanización Playaserena, a tan solo 300 metros de la playa. Se encuentra en una zona tranquila e ideal para unas relajantes vacaciones en familia, o para ir a jugar al golf, ya que se encuentra al lado del campo de Golf Playa Serena. Tienen un total de 120 apartamentos distribuidos en 6 bloques. Cuenta con un amplio vestíbulo recepción 24 horas y de 5 ascensores. Situado a 300 metros de la playa cuenta con tres piscinas (una de ellas infantil con tubogán, una climatizada y otra exterior), cafetería, bar-piscina y restaurante buffet donde podrán degustar nuestro exquisito buffet. Dispone de salas de conferencias para poder celebrar todo tipo de reuniones y convenciones o bodas y comuniones. En el centro de la ciudad hay un gran centro comercial, a 3 km aproximadamente, y el aeropuerto de Almeria dista 35 km del alojamiento.
5880b7ef636e564ad8d9bb33|Apartamentos Nievemar|Alojamientos|Hoteles|Monachil|Somos una agencia inmobiliaria que gestiona apartamentos en alquiler. Cada apartamento es diferente del otro lo que hace que cualquier estancia con nosotros sea diferente. Hay estudios para 2/3/4 personas, apartamentos con 1 dormitorio, con 2 dormitorios... Todos los apartamentos disponen de cocina equipada, sabanas y toallas, ademas tenemos convenios con distintos comercios y establecimientos de la estación de esquí que le harán su estancia mas agradable y barata. Los apartamentos están distribuidos por los diferentes edificios de la estación por lo que se aconseja ponerse en contacto con nosotros para poder ofrecerle lo que demanden o lo que se ajuste mejor a sus necesidades.
5880b7ef636e564ad8d9bb34|Hotel Philadelfia|Alojamientos|Hoteles|Peligros|El Philadelfia es un hotel económico situado en Albolote, a unos 5 km al norte de Granada. Todas las habitaciones están equipadas con aire acondicionado, conexión inalámbrica a internet gratuita, TV y baño privado.En el restaurante del Philadelfia se sirven comidas a la carta y de tipo bufé. También hay un bar y una terraza.El Philadelfia Hotel se encuentra en el polígono industrial Juncaril. Está bien comunicado con la autopista A-92 y con la carretera principal A-44 que lleva a Granada. En las inmediaciones hay un aparcamiento.
5880b7ef636e564ad8d9bb40|Hospederia Zahara|Alojamientos|Hoteles|Zahara de los Atunes|Este bonito aparthotel se encuentra en la hermosa localidad de Zahara de los Atunes. Se trata de un complejo de apartamentos turísticos que ofrecen los servicios de un hotel. Ideal para un público con espí­ritu joven, ofrece estudios con literas, estudios con camas dobles, cunas, cocina equipada, microondas, baño privado con plato de ducha y secador, TV, DVD, calefacción, aire acondicionado y acceso a internet. Todo a muy buen precio, con un ambiente moderno y acogedor para que disfrute de la belleza de Cádiz y de las fabulosas playas de Zahara de los Atunes.
5880b7ef636e564ad8d9bb44|Hotel GIT Conquista de Granada|Alojamientos|Hoteles|Peligros|Situado a 5 minutos del centro de la ciudad, el Hotel GIT Conquista de Granada 4* dispone de 50 amplias habitaciones, todas exteriores y totalmente equipadas, cuatro de ellas Junior Suite con servicio spa propio. Inaugurado hace escasos 3 años, con un estilo moderno y vanguardista, el Hotel GIT Conquista de Granada se ha convertido en un claro referente para el cliente que busca un servicio personalizado, ambiente familiar, funcionalidad y acceso directo a las principales vías de comunicación de Granada. Entre sus servicios cabe destacar amplio salón de reuniones, restaurante cafetería, parking gratuito, wifi de alta velocidad e instalaciones deportivas.
5880b7ef636e564ad8d9bb49|Hostal Andalucia|Alojamientos|Hoteles|Almuñécar|HOSTAL ANDALUCIA, se encuentra en la ciudad de Almuñécar, la costa tropical de Granada, un municipio encantador por su clima tropical, sus extensas y variadas playas, y su historia milenaria que se podrá observar por las calles de su casco histórico.Dentro de Almuñécar, HOSTAL ANDALUCIA, se ubica concretamente en la avenida Andalucía, una de las calles principales de la ciudad. Se encuentra en el mismo centro histórico de la ciudad, y a la vez a tan solo 100 metros de la playa, Puerta del mar, y de la zona de ocio.HOSTAL ANDALUCIA, es un pequeño establecimiento turístico que cuenta con 11 habitaciones amplias y muy tranquilas para descansar, todas tienen cuarto de baño completo, televisión, ventiladores de techo, calefacción, radio, agua caliente, aire acondicionado. Además cuenta con un amplio salón social para poder pasar el tiempo conversando, leyendo, conectado a internet…HOSTAL ANDALUCIA, se diferencia del resto de establecimientos turísticos, a parte por su situación y precios económicos, sobre todo por su servicio cercano y amable con el cliente y su limpieza. Si no conoces la ciudad de Almuñécar le ayudaremos en todo lo posible siempre desde un trato amable y cercano. La limpieza es una de nuestras características primordiales, ya que hacemos las habitaciones y demás todos los días, cambiando toallas y sabanas a diario.11 HabitacionesTeléfono públicoTelevisiónAgua calienteInformación turísticaCalefacciónAbierto 24 horasAscensorTrato cercano y amablePatios para tender ropaSecadorAmplio salón socialAire acondicionadoInternetAcceso minusválidosBalcón comúnLimpieza diariaPlancha para ropaCambio de toallas y sábanasGel para la ducha2 servicios comunesMaletero
5880b7ef636e564ad8d9bb4b|Hotel El Mirador Loja|Alojamientos|Hoteles|Loja|¿Cuál es propuesta del Hotel El Mirador? Dos elementos principales: comodidad garantizada gracias a unos servicios inmejorables y una ubicación estratégica, en la parte alta del pueblo de Loja. Además, el Mirador cuenta con una excepcional terraza que confiere al hotel su nombre, un sitio perfecto desde donde disfrutar de estupendas vistas de la monumental ciudad de Loja, con un excepcional paisaje al fondo de la Sierra de Hacho recortando el horizonte. Gracias a esta ubicación y a nuestra amplia oferta de servicios de calidad, el Hotel El Mirador es el lugar perfecto para organizar todo tipo de celebraciones y eventos.
5880b7ef636e564ad8d9bb51|Hospederia Colon Antequera|Alojamientos|Hoteles|Antequera|El Hostal Colon se encuentra dividida en dos partes, una parte mas moderna y reformada con habitaciones con baño interior, calefaccion, aire acondicionado, tv plana, caja fuerte, dvd, telefono dentro de la habitacion y otra parte con habitaciones con baño compartido, mas antiguas y con precios muy economicos para mochileros y clientes que prefieren gastar poco por alojarse y dormir.Nos encontramos el centro de la ciudad, en la avenida principal, dentro del casco historico y comercial de Antequera. Disponemos de garaje de pago privado cerca del Hostal. Se admiten mascotas gratis. Cunas gratis bajo peticion.
5880b7ef636e564ad8d9bb62|Apartamentos Chinasol|Alojamientos|Hoteles|Almuñécar|Los Apartamentos Chinasol están situados en primerísima línea de la playa de San Cristóbal, separados de la orilla del Mar por el Paseo Marítimo y a 800 metros del centro de Almuñecar. Almuñécar está situada a una altitud de 24 metros sobre el nivel del mar en la Costa Tropical a 80 km. al sur de Granada y a 80km. al este de Málaga. Ambas ciudades se conectan con Almuñecar a través de autovías. Granada y Málaga tienen aeropuertos a una hora y media de Almuñecar. Almuñecar disfruta todo el año de un microclima que permite el cultivo de frutas subtropicales como los mangos, aguacates, chirimoyas, papayas, etc. en el llamado Valle Tropical. Desde Almuñecar puede visitar Granada y la Alhambra. Las cuevas de Nerja (a 15 minutos de Almuñecar) y las Alpujarras a una hora de Almuñecar. Existen dos campos de golf a 30 minutos de Almuñecar. Baviera Golf y Los Moriscos Golf.
5880b7ef636e564ad8d9bb63|Hotel Las Palmeras|Alojamientos|Hoteles|Fuengirola|El Hotel Las Palmeras pone a su disposición, totalmente renovadas, 400 habitaciones dobles, 10 Junior suite y 6 habitaciones adaptadas para sillas de rueda. (Las reservas de las Junior suite y las habitaciones adaptadas, son bajo petición).Facilidades:-Baño completo con secador de pelo-Teléfono directo-TV vía satélite-Aire acondicionado central-Calefacción central-Caja de seguridad (alquiler)-Mini-bar-TerrazaServicios Adicionales:-Room service de 8 a 24 hrs.-Lavandería-Alquiler de coches-Cambio de moneda-Excursiones.-Garaje con 150 plazas (alquiler y según disponibilidad)-Tiendas-PeluqueríaRestaurante OASIS con capacidad para 700 personas, los servicios de desayuno, almuerzo y cena, se presentan en buffet, con una gran variedad de platos fríos y calientes.Igualmente, ponemos a su disposición las salas España, Colón y Octógono, con capacidad de 80 a 400 personas, para todo tipo de celebraciones.En nuestro piano bar El Tren, podrá disfrutar en un ambiente agradable de nuestra gran variedad de cócteles. Coffee Shop: Situado en la planta “Jardín”. Bar Piscina.Hotel Las Palmeras, hotel de 4 estrellas en la Costa del Sol con pista de tenis, sala de juegos con billar y ping-pong. Mini-club para niños de 5 a 12 años (a consultar, según la temporada).En los alrededores del hotel, posibilidad de practicar squash, equitación y deportes náuticos (surf, buceo, vela, jet sky, etc).Golf: varios campos de golf en las inmediaciones de FuengirolaUna piscina exterior para adultos y una de chapoteo en la planta 5º del hotel con fantásticas vistas al puerto deportivo.
5880b897636e564ad8d9bb65|Hotel Las Villas de Antikaria|Alojamientos|Hoteles|Antequera|Situado en Antequera, centro geográfico de Andalucía. Posee 33 habitaciones dobles con posibilidad de transformarse en triples y familiares completamente equipadas, donde el descanso y bienestar del huésped es lo más importante. Dos de ellas corresponden a suites. Ideal para la celebración tanto de conferencias, convenciones o cualquier evento social o profesional ya que dispone de varios salones con el más alto nivel de equipamiento y con capacidad desde 20 hasta 1200 personas. La experiencia, el servicio profesional y el cuidado de cada detalle, es la combinación ideal para celebrar cualquier tipo de evento.
5880b897636e564ad8d9bb66|Al Andalus Jerez|Alojamientos|Hoteles|Jerez de la Frontera|Hotel** Al Andalus Jerez, Casa Palacio 1912.Hotel Al Andalus Jerez es un acogedor establecimiento emplazado en una bonita Casa Andaluza. Se trata de un edificio del siglo XIX reformado respetando sus características arquitectónicas y decorada combinando su peculiar estilo árabe con la máxima funcionalidad. Se encuentra en pleno centro de Jerez. Cerca de las estaciones de autobuses y ferrocarril, su ubicación es ideal para disfrutar tanto de los atractivos de la ciudad como de su entorno. Junto al hotel se encuentran el Teatro Villamarta, Catedral, el Conjunto Monumental de Alcázar y Cámara Oscura.Hotel Al Andalus Jerez cuenta con 33 habitaciones. Cada una posee con un equipamiento completo para una estancia confortable que incluye baño completo, TV de pantalla plana, teléfono, acceso WiFi a Internet gratuito, caja fuerte y aire acondicionado. Las habitaciones están decoradas con un estilo elegante y tradicional, además, amuebladas con materiales de alta calidad. Algunos de las habitaciones tienen balcones y ventanas con la vista a la calle principal o a los patios centrales y gozan de luminosidad y buena ubicación. El Al Ándalus alberga dos preciosos patios interiores en estilo típico andaluz ideales para relajarse y disfrutar de su ambiente cálido y acogedor. Para los amantes del arte, el hotel cuenta con una colección de pinturas de Rey Piulestain.- El servicio de recepción 24 horas, ofrece información turística, incluye caja fuerte.- Cafetería abierta durante todo el día- Se admiten mascotas
5880b897636e564ad8d9bb67|Club Caronte Crown Resorts|Alojamientos|Hoteles|Mijas|"Club Caronte forma parte de Crown Resorts, que fue galardonado en 2014 por Trivago como ""Mejor Hotel para Familias en Mijas Costa"". Los apartamentos de Club Caronte son amplios y están totalmente equipados. Casi todos los apartamentos tienen vistas al mar. La playa está a tan solo 1,5Km. El complejo dispone de una piscina para adultos y una para niños. Los clientes que se alojen en Club Caronte pueden hacer uso de las instalaciones de los demás complejos Crown Resorts (total 5 complejos en un radio de 3Km). El complejo más cercano es el de Delta Mar (1km) donde se efectúa la entrega de llaves. Distancias a sitios de interés: Aeropuerto Málaga 29km, Fuengirola 13Km, Marbella 18km. El complejo dispone de un servicio de transporte gratuito que hace la ruta entre los complejos, supermercado y la playa de Cabopino. Visite nuestra web para más información."
5880b897636e564ad8d9bb68|Hotel Las Pirámides|Alojamientos|Hoteles|Fuengirola|BIENVENIDOS AL HOTEL PIRÁMIDES A tan sólo 25 minutos del aeropuerto de Málaga, en pleno corazón de la Costa del Sol, le esperamos con 320 habitaciones, todo el confort y todos los servicios, en 1ª línea de playa en Fuengirola. Al borde del mar Mediterráneo, junto al paseo Marítimo, cercano al centro comercial de la villa y a 500 metros del centro de Fuengirola. El hotel esta formado por dos edificios de diez plantas cada uno, donde destacan nuestra piscina climatizada para uso de nuestros clientes totalmente gratis y el gym con jacuzzi, sauna, sala de musculación y zona de masajes. Nuestras habitaciones son amplias y luminosas y la mayoría de estas cuentan con unas fantásticas vistas al mar. Con 320 días de sol al año, con todos los atractivos de la Costa del Sol a su alcance, sus 52 campos de golf, sus puertos deportivos, sus playas, y a poca distancia de las ciudades históricas de Andalucía... TU HOTEL EN FUENGIROLA Hotel Las Pirámides cuenta con todo lo necesario para garantizar una agradable estancia a nuestros clientes y brinda una experiencia única en un entorno lleno de ocio y actividades Equipamiento de la habitación: Balcón, Vistas al mar, TV, Teléfono, Canales vía satélite, Caja fuerte, Aire acondicionado, Escritorio, Calefacción, Ducha, Bañera, Secador de pelo, Artículos de aseo gratuitos, Aseo, Baño, Minibar Ubicado frente al mar, este Hotel tiene una localización perfecta cerca del aeropuerto de Málaga . Cuenta además con una amplia oferta de servicios: una elaborada gastronomía, Wi-Fi gratuito en el hall del Hotel y premium de pago en habitaciones y muchos más. SESIÓN SALONES Reuniones y celebraciones El Hotel dispone de grandes y lujosos salones para el uso de sus clientes, T.V., lectura, cartas, escritorio e íntimos rincones con confortables sofás. Instalación de aire acondicionado en todo el hotel. SALONES Salón Menfis: Capacidad máxima 500 personas. Salón Minimenfis: Capacidad máxima 50 personas. SALAS DE CONVENCIONES - Aire acondicionado. - Luces Adecuadas. - Material de proyección. - Equipo de sonido. - Material de vídeo completo. - Azafatas y servicio de secretaria según ..petición. - Posibilidad de traducción simultánea. - Servicio de fotocopias y fax. - Planificación de Congresos. Restaurante En el Hotel Pirámides disponemos de varios restaurantes y salones para poder disfrutar de una cena íntima o una comida familiar. Nuestros restaurantes se encuentran dentro del Hotel y en la piscina, ofreciendo a nuestros clientes un lugar perfecto para hacer una parada mientras disfrutan de la piscina o la playa. HORARIOS DE COMIDAS Desayuno 7:00 -10:00 y cena 18:30-21:30 en invierno y 19:00 - 22:00 en verano TERRAZA BAR En verano, baile y atracciones todas las noches, desde las 21.00 horas, baile con orquesta. RESTAURANTE DE LA PISCINA Disfrute su almuerzo en el borde de la piscina. BAR ORANGE Ambiente distinguido con piano, ideal para cocktail. Hora feliz todas las tardes.
5880b897636e564ad8d9bb6e|Hotel Asador Albenzaire|Alojamientos|Hoteles|Fuensanta|El Hotel Asador Albenzaire dispone de 24 habitaciones perfectamente equipadas para el disfrute y el descanso. Ubicado junto a la A-92, es ideal para visitar las distintas comarcas y ciudades como Granada, Sierra Nevada, Málaga, Sevilla... sin olvidar el Poniente Granadino y las localidades más próximas así como para realizar actividades de ocio al aire libre. Rutas de senderismo, excursiones a caballo, visitar un tablao flamenco... y un largo etc. Ideal para familias, parejas, grupos de amigos e incluso para negocios. El Hotel Asador Albenzaire dispone de los siguientes servicios: - Sala de Reuniones - Sala de Banquetes - Restaurante - Cafetería - Tienda de regalos y productos típicos - Zona de Juegos para los niños - Habitaciones familiares - Amplia zona de aparcamiento - Wifi - Calefacción y aire acondicionado Disfrute de nuestro fantástico asador.
5880b897636e564ad8d9bb73|Hospederia Puente del Rey|Alojamientos|Hoteles|El Rocío|La Hospedería Puente Del Rey se encuentra en la entrada de El Rocío, a 500 metros de Doñana y junto a la Ermita de la Virgen del Rocío. Este hostal cuenta con habitaciones con baño privado y balcón.El Puente Del Rey presenta una decoración sencilla y tradicional. Todas las habitaciones disponen de aire acondicionado, nevera y una pequeña zona de estar con TV.La Hospedería tiene un patio interior típico andaluz con colores vistosos. Hay conexión Wi-Fi gratuita en la recepción del establecimiento, abierta las 24 horas.El Parque Nacional de Doñana está a 1 km. La playa de Matalascañas está a menos de 15 km del hostal. Huelva, Sevilla, los Lugares Colombinos y la Sierra de Aracena se encuentran a menos de 1 hora en coche. Podrá acceder fácilmente a la autopista A49 desde el hostal.
5880b897636e564ad8d9bb76|Agur|Alojamientos|Hoteles|Fuengirola|A medio camino entre Málaga y Marbella, en mitad del paraíso de la Costa del Sol, le espera un hotel familiar, económico y perfectamente comunicado con las ocho provincias andaluzas: el Hotel Agur. El establecimiento, de dos estrellas, se encuentra muy bien situado en la hermosa y turística localidad de Fuengirola, a tan sólo 150 metros del paseo marítimo y muy cerca de la estación de autobuses y de tren. Nuestro hotel dispone de 68 confortables habitaciones pensadas para su relax y descanso total. Nuestra mejor carta de presentación es el trato familiar y personalizado que dispensamos a cada uno de nuestros clientes. En el complejo disponemos de un total de 68 habitaciones que se distribuyen así: 56 habitaciones dobles (algunas con opción a triples y otras con posibilidad de uso individual bajo confirmación), cinco triples, una cuádruple, dos quíntuples y dos suites. Todas las habitaciones están dotadas del siguiente equipamiento: Aire acondicionado Calefacción Mesa escritorio Teléfono directo Televisión Caja fuerte Servicio despertador Baño completo En pleno centro de Fuengirola, el Hotel Agur se halla emplazado junto al puerto, en segunda línea de playa. La situación del establecimiento es estratégica, ya que se encuentra a menos de 300 metros del Ayuntamiento, epicentro del municipio, al que se llega en unos 3 minutos a pie. Además, a 100 metros se ubica la estación de autobuses, y a apenas 150 metros, la estación de trenes. El hotel se ubica en una zona muy tranquila, pero rodeado de restaurantes, bares, tiendas y el Mercado de Abasto de Fuengirola.
5880b897636e564ad8d9bb77|Hotel Tres Jotas|Alojamientos|Hoteles|Conil de la Frontera|El Hotel Tres Jotas goza de una ubicación céntrica, en el popular pueblo costero de Conil de la Frontera, un hermoso tramo de costa virgen y preciosas casitas blancas. Alojamiento muy próximo a las playas, y a pocos kilómetros de Cádiz capital. Las 36 habitaciones del Hotel Tres Jotas incluyen aire acondicionado. Todas las habitaciones disponen de cuarto de baño completo, caja fuerte, televisión y teléfono directo. Entre sus instalaciones cuenta con bar, garaje privado, recepción 24 horas, ascensor y conexión Wi-Fi gratuita. Conil es una bonita localidad que alberga callejuelas estrechas y varios lugares de interés, como la Torre de Guzmán o la Iglesia de Santa Catalina. En sus alrededores encontrará una amplia gama de bares, restaurantes, tiendas y locales de ocio. Por su céntrica ubicación el acceso a los principales puntos de la localidad será muy fácil y podrá llegar a ellos en pocos minutos. Descubra el puerto pesquero, la Torre de Guzmán, la Iglesia Mayor de Santa Catalina del siglo XV, la Ermita del Espíritu Santo; o las distintas calas y playas que posee, como la playa Fuente del Gallo, la Playa de los Bateles o las Calas de Roche.
5880b897636e564ad8d9bb78|Hotel Gran Batalla|Alojamientos|Hoteles|Bailén|El Hotel Gran Batalla está bien comunicado con Linares y con las ciudades de Úbeda y Baeza, declaradas Patrimonio de la Humanidad por la Unesco. El centro de conferencias IFEJA se encuentra a 20 minutos en cocheestamos en el centro de la ciudad de Bailén junto al museo y la zona de bares de la ciudad.
5880b897636e564ad8d9bb82|Hotel Campomar Playa|Alojamientos|Hoteles|El Puerto de Santa María|En el Puerto de Santa María, desde el mismo centro de la Bahía de Cádiz le abre sus puertas el Hotel Campomar Playa. Este se caracteriza por estar en un enclave único, en una zona residencial, ideal para el descanso y la tranquilidad. En el que además la cercanía de la playa de Valdelagrana y del parque natural del Rio San Pedro lo hacen aún más interesante. El Hotel Campomar conjuga las zonas verdes y las áreas recreativas con sus habitaciones, una combinación que agrada siempre a todos los clientes que nos visitan. Nuestro restaurante La Marisma ofrece un amplio abanico de productos de primera calidad englobando los platos más típicos de la zona con la cocina tradicional mediterránea, todo ello acompañado de los mejores y más exquisitos caldos y vinos de la tierra en la que nos hallamos (desayuno buffet y comidas buffet segun disponibilidad, consultar al hotel). En el café&copas El Invernadero, podrá disfrutar de un ambiente agradable y selecto mientras deleita alguno de nuestros cócteles exclusivos. Desde este entorno les invitamos a que conozcan nuestras instalaciones donde les ofreceremos nuestros mejores servicios para que disfrute del buen clima y de la inmejorable oferta ocio-cultural de nuestra ciudad.
5880b897636e564ad8d9bb85|Vita Santa Cruz|Alojamientos|Hoteles||El Santa Cruz ofrece una sauna, un gimnasio, una piscina al aire libre y conexión WiFi gratuita. Este hotel está situado en el parque natural de Sierra Nevada, a 10 minutos en coche de la estación de esquí de Sierra Nevada. El Santa Cruz alberga una terraza, un campo de fútbol de césped y pistas de tenis. Además, se organizan actividades deportivas durante los meses de julio y agosto. El hotel ofrece un servicio gratuito de traslado a los remontes durante el invierno en horario regular y sujeto a disponibilidad. También ofrece una serie de actividades gratuitas durante los meses de julio y agosto, entre las que se incluyen senderismo, tiro con arco, escalada y golf para principiantes. Se proporciona aparcamiento gratuito. El Santa Cruz alberga una cafetería, un restaurante y una discoteca, y ofrece habitaciones y bungalows.
5880b897636e564ad8d9bb8b|Hotel ATH Las Salinas Park|Alojamientos|Hoteles|Roquetas de Mar|Un hotel en Roquetas de Mar, ubicado en primera línea de mar y con servicios especiales para las vacaciones en familia: piscinas, miniclub, gastronomía, wifi… Pensado para los que viajan buscando tranquilidad y confort a un paso del Mediterráneo, este completo hotel en primera línea de la playa de Roquetas es perfecto para disfrutar del mejor sol de la costa de Almería con todo tipo de comodidades a su alcance. Descanse en un hotel de playa en Roquetas con completas instalaciones y una atención personal de primer nivel.
5880b897636e564ad8d9bb8c|Hotel Montearoma|Alojamientos|Hoteles|Valverde del Camino|“Entre la sierra y el mar, en la provincia de Huelva”, abre sus puertas en el año 2001 este hotel acogedor hotel de dos estrellas, en la localidad de Valverde del camino. Reformado en el 2008, con sus 22 habitaciones, ofrece al cliente un ambiente calido y familiar, donde priman la atención personal y los detalles.La situación del hotel es privilegiada, como punto de referencia en la provincia de Huelva, ya que nos situamos en el centro de la provincia, distanciándonos únicamente a 45 km de la costa y a 40 km de la Sierra de Aracena y Picos de Aroche.A nivel local, la estancia en nuestro Hotel brinda la posibilidad de conocer nuestra localidad y nuestro entorno, donde podrá conocer nuestra riqueza natural de parajes, pinares, rutas de senderismo y nuestra riqueza artesanal, en calzado, mueble y otros artículos típicos.
5880b897636e564ad8d9bb96|Hospederia Reina de los Angeles|Alojamientos|Hoteles|Aracena|La Hospedería Reina de los Ángeles está ubicada en la localidad serrana de Aracena (Huelva). Este alojamiento, recientemente reformado y adaptado a tus necesidades, es el punto de partida desde el que puedes descubrir la Sierra de Aracena y Picos de Aroche. Su excelente ubicación –está apenas a unos metros del centro de la localidad y permite acceder sin problemas a las vías de comunicación con el resto de localidades del entorno o practicar senderismo, entre otros deportes relacionados con la naturaleza– es uno de sus atractivos. La Hospedería Reina de los Ángeles dispone de 90 habitaciones, está adaptada a personas con movilidad reducida y en la reserva está incluido siempre el desayuno. Todo el hotel tiene WIFI gratuito para sus clientes y dispone de parking en sus instalaciones.
